price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Ngày đăng,Loại tin,id,Số toilet,Hướng
"14,99 tỷ VNĐ",Đường An Dương Vương phường Phú Thượng, 100m2,5.0,8.0,6.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482793.598617,5.0,
"2,337 tỷ VNĐ",Đường Võ Nguyên Giáp phường Vĩnh Ngọc, 61m2,4.0,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482796.1554937,,
"6,49 tỷ VNĐ",Đường Đàm Quang Trung phường Long Biên, 38m2,4.0,5.0,6.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482798.2638197,5.0,
3 tỷ VNĐ,Đường Bồ Đề phường Bồ Đề, 40m2,4.0,4.0,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482800.462501,4.0,
"6,3 tỷ VNĐ",Đường Ngọc Hà phường Đội Cấn, 47m2,5.0,5.0,6.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482802.681375,5.0,
18 triệu VNĐ/m2,"xã Tân Ước, Huyện Thanh Oai", 228m2,12.0,2.0,,,22/09/2022,Tin thường,batdongsan_so_com_vn_1670482869.3618464,,
"3,9 tỷ VNĐ","93 Láng Hạ, Đống Đa, Hà Nội", 46m2,,,10.0,2.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482871.835539,2.0, Đông nam
"2,3 tỷ VNĐ",Đường Phúc Lợi phường Phúc Lợi, 40m2,4.0,6.0,1.0,1.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482874.0954125,1.0,
"3,6 tỷ VNĐ",135 Trần Phú, 98m2,10.0,10.0,1.0,2.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482877.2476547,2.0, Tây bắc
"13,9 tỷ VNĐ",Đường Mễ Trì Thượng phường Mễ Trì, 100m2,6.0,6.0,5.0,18.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482879.678808,18.0,
"6,1 tỷ VNĐ",Đường Xuân Thủy phường Dịch Vọng Hậu, 45m2,3.0,3.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482881.820196,4.0,
"8,6 tỷ VNĐ",Đường Võ Thị Sáu phường Thanh Nhàn, 40m2,6.0,10.0,6.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482884.2472632,6.0,
"13,2 tỷ VNĐ","Đường Nguyễn An Ninh, Phường Tương Mai.", 60m2,4.0,10.0,5.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482886.34557,4.0,
"13,2 tỷ VNĐ","Đường Nguyễn An Ninh, Phường Tương Mai", 60m2,4.0,10.0,5.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482888.8055239,4.0,
10 tỷ VNĐ,"93 Láng Hạ, quận Đống Đa, Hà Nội", 140m2,,,,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482890.7740147,2.0, Tây bắc
"6,5 tỷ VNĐ",Thanh Xuân, 56m2,3.0,,4.0,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482894.9698389,,
"2,7 tỷ VNĐ",Đường Châu Văn Liêm phường Phú Đô, 31m2,5.0,1.0,1.0,1.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482896.8299944,3.0,
,92 mai động, 73m2,,,,2.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482899.112402,2.0,
"2,7 tỷ VNĐ",Đường Châu Văn Liêm phường Phú Đô, 31m2,5.0,1.0,1.0,1.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482900.834759,3.0,
"13,2 tỷ VNĐ","Đường Nguyễn An Ninh, Phường Tương Mai.", 60m2,4.0,10.0,5.0,5.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482903.5040696,4.0,
"2,1 tỷ VNĐ",Đường 19 phường Đông Anh, 54m2,5.0,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482905.5986764,,
41 triệu VNĐ/m2,"Lô đất số 20, khu dịch vụ nhà ở, Phùng Xá, Thạch Thất, Hà Nội", 92.5m2,5.0,,,,04/07/2022,Tin thường,batdongsan_so_com_vn_1670482908.0540898,, Đông nam
"3,45 tỷ VNĐ","hoàng mai, hà nội", 32m2,,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482909.8818026,,
"6,8 tỷ VNĐ",Đường Ngô Gia Tự phường Việt Hưng, 55m2,5.0,5.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482912.5434463,4.0,
"3,55 tỷ VNĐ",22.x Nguyễn Công Trứ, 30m2,4.0,,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482914.2385137,3.0,
"8,1 tỷ VNĐ",Đường Lê Quang Đạo phường Phú Đô, 67m2,4.0,,,,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482975.0611024,,
25 tỷ VNĐ,Đường Linh Đàm phường Hoàng Liệt, 225m2,10.0,15.0,4.0,6.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482977.288245,4.0,
3 tỷ VNĐ,Đường Ngọc Trục phường Đại Mỗ, 38m2,4.0,3.0,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482979.285495,,
5 tỷ VNĐ,22.x Lương Khánh Thiện, 35m2,5.0,,5.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482982.261743,4.0,
"4,5 tỷ VNĐ",788.x Trương Định, 48m2,4.0,,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482984.7400324,3.0,
30 tỷ VNĐ,Đường Đình Thôn phường Mỹ Đình 1, 108m2,10.0,10.0,8.0,9.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482986.788609,10.0,
5 tỷ VNĐ,178.x Kim Giang, 45m2,4.0,,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482989.1769779,3.0,
"4,5 tỷ VNĐ",Đường Ngọc Thụy phường Ngọc Thụy, 39m2,3.0,4.0,5.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482991.3575797,5.0,
"2,25 tỷ VNĐ",Đường Quang Trung phường Yên Nghĩa, 32m2,4.0,6.0,4.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482993.1713634,3.0,
"5,6 tỷ VNĐ",đường Thụy Phương, 60m2,5.0,5.0,3.0,3.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482995.7293491,,
"5,2 tỷ VNĐ","Vũ tông phan, thanh xuân, hà nôi.", 39m2,3.0,,6.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670482998.0379298,5.0,
"5,75 tỷ VNĐ",Đường Bát Khối phường Bát Khối, 45m2,4.0,8.0,3.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670483000.4609735,4.0,
9 tỷ VNĐ,Đường Lâm Hạ  phường Bồ Đề, 70m2,4.0,10.0,4.0,4.0,05/10/2022,Tin thường,batdongsan_so_com_vn_1670483002.5217695,4.0,
"2,6 tỷ VNĐ",Đường Mỹ Đình phường Mỹ Đình 1, 86m2,8.0,20.0,1.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483005.1047328,2.0,
"11,5 tỷ VNĐ",Ô34 khu đô thị mới Đại Kim, 55m2,4.0,1.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483025.2365017,8.0, Đông nam
2 tỷ VNĐ,Đường Tỉnh lộ 70 phường Xuân Phương, 32m2,4.0,3.0,5.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483027.8441443,,
13 tỷ VNĐ,Đường Hồ Đắc Di phường Nam Đồng, 44m2,10.0,7.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483030.2495172,4.0,
"6,99 tỷ VNĐ",Nguyễn Trãi Thanh Xuân Hà Nội, 42m2,5.0,,5.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483032.9581645,,
"11,5 tỷ VNĐ",Đường Nguyễn Xiển phường Nhân Chính, 59m2,4.0,10.0,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483035.2577372,4.0,
"2,69 tỷ VNĐ",Tả Thanh Oai Thanh Trì Hà Nội, 39m2,,,4.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483087.9174626,,
"38,9 tỷ VNĐ",Đường Hoàng Cầu phường Ô Chợ Dừa, 100m2,6.0,50.0,7.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483089.9083679,,
"2,656 tỷ VNĐ",Quận Nam Từ Liêm, 90m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483092.4419384,,
4 tỷ VNĐ,Đường Nguyễn Sơn phường Ngọc Lâm, 31m2,4.0,2.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483094.8253598,4.0,
91 tỷ VNĐ,Phường Quan Hoa Đường Cầu Giấy Quận Cầu Giấy Hà Nội, 263m2,6.0,,3.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483097.7436967,3.0,
"5,6 tỷ VNĐ","Huỳnh Thúc Kháng, Hà Đông", 46m2,5.0,8.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483101.373464,3.0,
"4,85 tỷ VNĐ","Định Công Thượng, Hoàng Mai, HN", 50m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483106.1546953,,
"75,788 triệu VNĐ",Đường Quang Tiến phường Tây Mỗ, 110m2,7.0,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483109.0831378,,
"4,3 tỷ VNĐ","định công  hạ, hoàng mai HN", 37m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483112.966043,,
22 tỷ VNĐ,Đường Láng Hạ phường Láng Hạ, 80m2,4.0,40.0,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483115.7904475,5.0,
19 tỷ VNĐ,Đường Láng Hạ phường Láng Hạ, 85m2,5.0,30.0,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483117.8891172,5.0,
17 tỷ VNĐ,A4 Định Công, 95m2,5.0,,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483121.8962932,4.0,
44 tỷ VNĐ,Đường Lê Trọng Tấn phường Quang Trung, 250m2,12.0,30.0,4.0,8.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483125.7531385,8.0,
200 tỷ VNĐ,Đường Vệ Hồ phường Bưởi, 250m2,20.0,20.0,8.0,40.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483129.2548132,40.0,
"6,3 tỷ VNĐ",Đường tô hiệu phường hà cầu, 65m2,,6.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483132.560221,,
"79,6 triệu VNĐ/m2","93 Láng hạ, Đống Đa, Hà Nội", 101m2,,,8.0,2.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483135.367429,2.0, Đông nam
80 tỷ VNĐ,Đường Lạc Long Quân phường Phú Thượng, 200m2,20.0,40.0,5.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483139.6456075,5.0,
"5,2 tỷ VNĐ",Đường Trần Thái Tông phường Dịch Vọng Hậu, 45m2,4.0,2.0,4.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483142.3388093,3.0,
"4,85 tỷ VNĐ",Đường Nguyễn Cao, 34m2,6.0,,5.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483147.567478,,
"20,68 tỷ VNĐ",Đường Xuân Thủy phường Dịch Vọng Hậu, 120m2,6.0,3.0,7.0,22.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483150.20838,22.0,
"3,4 tỷ VNĐ",Đường Trung Văn phường Trung Văn, 110m2,,1.0,7.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483170.2858107,,
"1,7 tỷ VNĐ",quốc lộ 32, 50m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483173.369786,,
8 tỷ VNĐ,Đường Nguyễn Đổng Chi phường Mỹ Đình 1, 55m2,4.0,2.0,6.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483175.5643377,5.0,
48 tỷ VNĐ,Đường Nguyễn Huy Tưởng phường Thanh Xuân Trung, 170m2,10.0,30.0,5.0,8.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483178.4410367,8.0,
"9,5 tỷ VNĐ",Thái Thịnh, 52m2,3.0,,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483181.844512,,
3 tỷ VNĐ,Đường Phú Đô phường Phú Đô, 32m2,4.0,3.0,5.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483184.5075295,,
"4,3 tỷ VNĐ",ngox246 hồ tùng mậu, 46m2,4.0,,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483186.9573774,,
"4,3 tỷ VNĐ",ngox246 hồ tùng mậu, 46m2,4.0,,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483189.445234,,
950 ngàn VNĐ,Đường Thành công phường Thành Công, 21m2,,5.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483191.1845303,,
"7,9 tỷ VNĐ",Đường Khương Trung phường Khương Trung, 44m2,5.0,2.0,6.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483194.1130545,5.0,
4 tỷ VNĐ,Hà Trì- Hà Đông, 40m2,,,5.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483196.7375095,,
4 tỷ VNĐ,Đa Sỹ- Hà Đông, 40m2,,,5.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483199.195391,,
"6,7 tỷ VNĐ",Xa La- Hà Đông, 51m2,,,5.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483201.8245926,,
"1,1 tỷ VNĐ",Đường Lê Hữu Tựu phường Xuân Nộn, 42m2,4.0,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483204.9185526,,
"6,75 tỷ VNĐ",La Khê- Hà Đông, 51m2,,,5.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483207.228485,,
17 tỷ VNĐ,Đường Cù Chính Lan phường Khương Mai, 75m2,4.0,20.0,5.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483210.5926192,6.0,
"5,8 tỷ VNĐ",Đường Hoàng Văn Thái phường Khương Đình, 58m2,5.0,3.0,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483213.6755748,5.0,
"3,85 tỷ VNĐ",hoàng mai, 40m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483216.6606927,,
"6,5 tỷ VNĐ",Khương Đình, 56m2,3.0,,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483221.1424332,,
"3,6 tỷ VNĐ",Đường Kim Ngưu phường Thanh Nhàn, 30m2,3.0,1.0,4.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483224.3364563,3.0,
"5,2 tỷ VNĐ",Đường Trần Quốc Vượng phường Dịch Vọng Hậu, 44m2,3.0,4.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483302.9304028,4.0,
"6,2 tỷ VNĐ","Vũ Tông Phan, Thanh Xuân", 78m2,5.0,,4.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483305.499804,,
"2,999 tỷ VNĐ",Đường Đê La Thành phường Nam Đồng, 22m2,3.0,1.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483308.812232,3.0,
"5,5 tỷ VNĐ",Đường An Xá phường Phúc Xá, 45m2,3.0,10.0,4.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483311.3029335,3.0,
"18,88888 tỷ VNĐ","Đại An, Văn Quán", 69m2,4.0,,10.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483315.2038214,,
16 tỷ VNĐ,Đường Cù Chính Lan phường Khương Mai, 90m2,,6.0,6.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483318.459245,,
4 tỷ VNĐ,Đường Nguyễn Sơn phường Gia Thụy, 40m2,4.0,6.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483322.1004515,4.0,
"4,7 tỷ VNĐ",Đường  phường Nguyên Khê, 103m2,5.0,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483327.8907714,,
"5,4 tỷ VNĐ",Đường Ngõ Quỳnh phường Thanh Nhàn, 40m2,4.0,3.0,5.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483332.0821614,4.0,
40 tỷ VNĐ,Đường Lâm Hạ phường Bồ Đề, 4000m2,40.0,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483337.0377254,,
"11,87 tỷ VNĐ",Đường Kim Giang phường Kim Giang, 65m2,4.0,15.0,5.0,6.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483340.3377287,4.0,
10 tỷ VNĐ,Đường Tạ Quang Bửu phường Đồng Tâm, 42m2,4.0,7.0,6.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483344.4142575,4.0,
"1,555 triệu VNĐ",Đường Thép Mới phường Giang Biên, 75m2,5.0,10.0,6.0,2.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483347.9803605,1.0,
12 tỷ VNĐ,Đường Hoa Lâm phường Đức Giang, 106m2,5.0,10.0,3.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483351.5432272,3.0,
"4,6 tỷ VNĐ",Chu Văn An, 31m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483354.2765796,,
1 tỷ VNĐ,Đường Nguyễn Chí Thanh phường Láng Thượng, 50m2,5.0,2.0,1.0,2.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483359.9261558,1.0,
"13,5 tỷ VNĐ",Đường Hoàng Ngân phường Trung Hòa, 45m2,4.0,15.0,7.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483363.436808,6.0,
"17,5 tỷ VNĐ",Đường Cù Chính Lan phường Khương Mai, 65m2,4.0,8.0,5.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483366.728435,5.0,
"2,19 tỷ VNĐ",Đường Tỉnh Lộ 35 phường Minh Trí, 208m2,16.0,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483370.6164703,,
38 tỷ VNĐ,"Chính chủ bán GẤP Song lập Ngọc Trai 9-51 Vinhomes Ocean Park 1, Gia Lâm; 38 tỷ; 0969674636", 148m2,,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483373.1565838,,
,Đường Tố Hữu phường Trung Văn,,,1.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483442.1392245,,
"5,4 tỷ VNĐ",Đường 633 Tân Mai phường Tân Mai, 33m2,3.0,1.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483445.5296793,3.0,
"7,5 tỷ VNĐ",Đường Khu X2B phường Yên Sở, 54m2,3.0,1.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483447.3818793,3.0,
29 tỷ VNĐ,Đường Phúc Đồng phường Phúc Đồng, 215m2,,5.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483450.738185,,
32 tỷ VNĐ,Đường Đình Thôn phường Mỹ Đình 1, 108m2,10.0,10.0,8.0,9.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483453.4457018,10.0,
,Đường Trần Phú phường Văn Quán,,,1.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483456.562541,,
"4,8 tỷ VNĐ",Đường Hoàng Quốc Việt phường Nghĩa Tân, 41m2,4.0,2.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483460.3437095,3.0,
"6,6 tỷ VNĐ",Đường Yên Lộ phường Yên Nghĩa, 50m2,4.0,15.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483465.0111728,4.0,
"2,6 tỷ VNĐ",135 Trần Phú, 74m2,10.0,10.0,1.0,2.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483469.0184553,2.0,
"5,9 tỷ VNĐ",Đường Hoàng Văn Thái phường Thanh Xuân Nam, 37m2,5.0,3.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483472.8460183,4.0,
"9,2 tỷ VNĐ",Đường Lê Trọng Tấn phường Khương Mai, 63m2,,6.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483475.8266816,,
"6,3 tỷ VNĐ",Đường Tây Sơn phường Thịnh Quang, 40m2,4.0,3.0,5.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483480.207441,4.0,
840 triệu VNĐ,ba đình hà nội, 80m2,5.0,6.0,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483484.3916514,,
"4,15 tỷ VNĐ",Đường Yên Hòa phường Yên Hòa, 40m2,4.0,3.0,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483488.3074286,3.0,
4 tỷ VNĐ,Đường Kim Giang phường Đại Kim, 50m2,4.0,10.0,1.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483490.587367,,
"4,5 tỷ VNĐ",Trương Công Định, 39m2,,,5.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483494.678339,,
31 tỷ VNĐ,Đường Vĩnh Phúc phường Vĩnh Phúc, 197m2,8.0,,,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483497.9021206,,
"3,75 tỷ VNĐ",Đường Phú Kiều phường Phúc Diễn, 42m2,6.0,3.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483505.2547293,3.0,
"5,3 tỷ VNĐ",Đường Đê La Thành phường Ô Chợ Dừa, 40m2,4.0,2.0,4.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483508.1716483,3.0,
6 tỷ VNĐ,Đường Núi Trúc phường Kim Mã, 55m2,5.0,4.0,4.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483512.112753,4.0,
"4,4 tỷ VNĐ","Đường Láng, Ngã Tư Sở, Đống Đa", 58m2,,3.0,3.0,3.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442304.3758245,2.0,
"5,6 tỷ VNĐ","Đường Đê La Thành, Láng Thượng, Đống Đa", 45m2,,5.0,4.0,4.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442306.3255544,3.0,
"31,5 tỷ VNĐ",Đê La Thành Hà Nội, 98m2,5.0,,3.0,3.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442308.4687352,3.0,
"14,7 tỷ VNĐ",Phú Lương - Hà Đông, 306m2,,,,,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442310.2858577,,
"3,8 tỷ VNĐ",Hà Trì- Hà Đông, 37m2,,,5.0,,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442313.0109072,,
"3,5 tỷ VNĐ","Đường Bạch Mai, Bạch Mai, Hai Bà Trưng", 40m2,10.0,1.0,5.0,4.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442315.5354526,4.0,
"11,2 tỷ VNĐ","Đường Láng Hạ, Láng Hạ, Đống Đa", 54m2,5.0,3.0,6.0,3.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442317.9393663,6.0,
"9,7 tỷ VNĐ","Phố Đội Nhân, Ba Đình, Hà Nội", 40m2,,,4.0,,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442320.150546,, Đông bắc
"6,8 tỷ VNĐ","Khương Đình, Thanh Xuân, Hà Nội", 45m2,4.0,3.0,4.0,4.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442322.4602098,4.0, Đông
"4,25 tỷ VNĐ","Văn quán, Hà đông", 35m2,3.0,6.0,5.0,4.0,15/12/2020,Tin thường,batdongsan_so_com_vn_1670442324.977028,3.0, Đông nam
"4,7 tỷ VNĐ","180 quang trung, hà đông", 52m2,3.0,7.0,4.0,4.0,29/12/2020,Tin thường,batdongsan_so_com_vn_1670442326.637516,3.0, Tây nam
"2,8 tỷ VNĐ",Vạn phúc hà đông, 40m2,3.0,8.0,4.0,4.0,11/05/2021,Tin thường,batdongsan_so_com_vn_1670442328.9277883,3.0, Tây nam
"4,5 tỷ VNĐ","trần phú, hà đông", 45m2,3.0,3.0,3.0,3.0,02/05/2022,Tin thường,batdongsan_so_com_vn_1670442331.473501,3.0, Đông nam
"4,5 tỷ VNĐ",trần phú hà đông, 45m2,3.0,3.0,3.0,3.0,03/05/2022,Tin thường,batdongsan_so_com_vn_1670442333.9804478,3.0, Đông nam
"12,5 tỷ VNĐ",Láng Hạ Đống Đa Hà Nội, 50m2,4.0,,6.0,3.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442335.685281,3.0,
"3,2 tỷ VNĐ","Đường Xa La, Phúc La, Hà Đông", 35m2,4.0,3.0,4.0,3.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442337.944129,4.0,
"3,75 tỷ VNĐ","Đường Chu Huy Mân, Phường Phúc Đồng, Quận Long Biên, Hà Nội", 40m2,,,4.0,4.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442340.7155836,,
3 tỷ VNĐ,"Đường Bạch Mai, Cầu Dền, Hai Bà Trưng", 30m2,4.0,3.0,2.0,2.0,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442343.3196468,2.0,
2 tỷ VNĐ,"Đường Đức Giang, Đức Giang, Long Biên", 33m2,4.0,,,,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442345.8039327,,
"5,5 tỷ VNĐ","Trương Định, Hoàng Mai, Hà Nội", 3.5m2,,,,,29/11/2022,Tin thường,batdongsan_so_com_vn_1670442347.9450414,,
"6,1 tỷ VNĐ",đường Đình Quán, 102m2,6.0,3.0,1.0,,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483623.896722,,
"5,4 tỷ VNĐ",Đường Ngõ Quỳnh phường Thanh Nhàn, 40m2,4.0,3.0,5.0,4.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483627.655827,4.0,
"15,5 tỷ VNĐ",Đào Tấn Ba Đình Hà Nội, 55m2,6.0,,5.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483631.30251,3.0,
11 tỷ VNĐ,Đường Việt Hưng phường Việt Hưng, 110m2,5.0,10.0,3.0,3.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483637.238803,3.0,
15 tỷ VNĐ,Đường Việt Hưng phường Việt Hưng, 90m2,6.0,10.0,6.0,5.0,04/10/2022,Tin thường,batdongsan_so_com_vn_1670483650.4432204,5.0,
"1,9 tỷ VNĐ",Đường Minh Khai phường Minh Khai, 32m2,4.0,4.0,2.0,2.0,03/10/2022,Tin thường,batdongsan_so_com_vn_1670483657.734396,2.0,
53 triệu VNĐ/m2,"Khu DG06, Đường 419, Thị Trấn Quốc Oai, Quốc Oai, Hà Nội", 82.5m2,5.0,,,,01/07/2022,Tin thường,batdongsan_so_com_vn_1670483661.1839228,, Đông nam
30 triệu VNĐ,TDP Du Nghệ, 51.4m2,4.0,,,,02/07/2022,Tin thường,batdongsan_so_com_vn_1670483666.4724338,, Nam
