price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
 8.8 tỷ , 51 m, Phố Văn Cao. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12182518,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,"4,2m",3,---
 3.5 tỷ , 34 m, Đường Bưởi. Phường Ngọc Khánh. Quận Ba Đình. Hà Nội,12155761,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,"4,2m",2,---
 9.5 tỷ , 45 m, Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,12155774,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,"3,7m",6,---
 7.8 tỷ , 50 m, Phố Văn Cao. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12161390,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,"3,4m",3,---
 5 tỷ , 30 m, Phố Văn Cao. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12161271,_,,Cần bán,3m,,Nhà trong hẻm,---,,---,3,,3m,5,---
 5.85 tỷ , 45 m, Đường Đào Tấn. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12149396,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,"4,2m",6,---
 9.1 tỷ , 36 m, Đường Đào Tấn. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12149384,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,6,,"3,6m",5,---
 9.2 tỷ , 57 m, Phố Liễu Giai. Phường Cống Vị. Quận Ba Đình. Hà Nội,12168569,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,"4,5m",4,---
 3.15 tỷ , 30 m, Đường Xuân Đỉnh. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,12168546,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,"4,4m",3,---
 6 tỷ , 49 m, Đường Kim Mã. Phường Ngọc Khánh. Quận Ba Đình. Hà Nội,12165593,_,,Cần bán,4m,,Nhà trong hẻm,---,,---,4,,4m,4,---
 5.8 tỷ , 43 m, Đường Bắc Sơn. Phường Cống Vị. Quận Ba Đình. Hà Nội,12165601,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,"5,8m",5,---
 5.2 tỷ , 31 m, Đường Cầu Giấy. Phường Vĩnh Phúc. Quận Ba Đình. Hà Nội,12173623,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,"3,5m",3,---
 5.29 tỷ , 39 m, Đường Hoàng Hoa Thám. Phường Ngọc Hà. Quận Ba Đình. Hà Nội,12173646,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,"4,1m",4,---
 4.2 tỷ , 45 m, Đường Quang Trung. Phường Quang Trung. Quận Hà Đông. Hà Nội,10988598,_,---,Cần bán,"3,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"3,5m",4,---,"12,8m",3,---
 6.25 tỷ , 45 m, Phố Nguyễn Công Trứ. Phường Văn Quán. Quận Hà Đông. Hà Nội,6751016,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,5m",5,---,---,3,---
 5.2 tỷ , 50 m, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,11955245,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"5,6m",4,---,"8,9m",4,---
 70 tỷ , 89 m, Phố Phạm Huy Thông. Phường Kim Mã. Quận Ba Đình. Hà Nội,11943576,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,5,---,---,6,---
 39 tỷ , 89 m, Phố Trịnh Công Sơn. Phường Quảng An. Quận Tây Hồ. Hà Nội,11945340,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,8m,5,---,---,6,---
 140 tỷ , 577 m, Đường Phạm Văn Đồng. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,11944998,_,---,Cần bán,8m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,15m,---,---,---,---,---
 61 tỷ , 110 m, Phố Dương Đình Nghệ. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11962516,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"5,5m",8,---,---,8,---
 22 tỷ , 55 m, Đường Nguyễn Khánh Toàn. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11962290,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,5,---,---,6,---
 100 tỷ , 175 m, Phố Trần Thái Tông. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11964908,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,8m,5,---,---,5,---
 148 tỷ , 430 m, Phố Đội cấn. Phường Đội Cấn. Quận Ba Đình. Hà Nội,11961639,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,10m,10,---,---,10,---
 64 tỷ , 185 m, Phố Lê Trọng Tấn. Phường Phương Mai. Quận Thanh Xuân. Hà Nội,11973717,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,8,---,---,6,---
 34 tỷ , 83 m, Phố Vọng. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,11974583,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,8,---,---,7,---
 99 tỷ , 411 m, Đường Võ Chí Công. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11985705,_,---,Cần bán,40m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,12m,8,---,---,8,---
 180 tỷ , 415 m, Đường Võ Chí Công. Phường Xuân La. Quận Tây Hồ. Hà Nội,11986020,_,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,19m,---,---,---,---,---
 18 tỷ , 62 m, Phố Nguyễn Đình Hoàn. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11978494,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,5,---,---,6,---
 57 tỷ , 101 m, Phố Liễu Giai. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11978934,_,---,Cần bán,40m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"6,5m",4,---,---,4,---
 37 tỷ , 63 m, Phố Trần Thái Tông. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,11979096,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,7,---,---,6,---
 22 tỷ , 108 m, Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,11987273,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,10m,5,---,---,6,---
 17 tỷ , 60 m, Phố Trần Quốc Hoàn. Phường Nghĩa Tân. Quận Cầu Giấy. Hà Nội,11987133,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,8,---,---,8,---
 15 tỷ , 50 m, Đường Võ Chí Công. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11991468,_,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,---,---,---
 200 tỷ , 52 m, Đường Thiên Hiền. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,11991814,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,6,---,---,5,---
 29 tỷ , 145 m, Đường Nghi Tàm. Phường Yên Phụ. Quận Tây Hồ. Hà Nội,11990678,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,6,---,---,6,---
 100 tỷ , 211 m, Phố Linh Lang. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11992902,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,11m,11,---,---,46,---
 80 tỷ , 265 m, Phố Vân Đồn. Phường Bạch Đằng. Quận Hai Bà Trưng. Hà Nội,12020151,_,,Cần bán,10m,,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,,10m,10,,---,47,---
 9.5 tỷ , 70 m, Đường Thanh Liệt. Xã Thanh Liệt. Huyện Thanh Trì. Hà Nội,12098561,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,3m",7,,---,8,---
 9.05 tỷ , 73 m, Đường Thanh Liệt. Xã Thanh Liệt. Huyện Thanh Trì. Hà Nội,12098870,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,6,,---,8,---
 20.4 tỷ , 120 m, Đường Kim Giang. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,12064550,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,6m,8,,---,8,---
 6.6 tỷ , 70 m, Đường Thịnh Liệt. Phường Thịnh Liệt. Quận Hoàng Mai. Hà Nội,12063795,_,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,,---,---,---
 5.8 tỷ , 58 m, Đường Nguyễn Đức Cảnh. Phường Tương Mai. Quận Hoàng Mai. Hà Nội,12092340,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,---,---,4,---
 16 tỷ , 120 m, Đường Tứ Hiệp. Thị Trấn Văn Điển. Huyện Thanh Trì. Hà Nội,12145289,_,,Cần bán,7m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"7,5m",5,,---,7,---
 35.6 tỷ , 60 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11531057,_,,Cần bán,25m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,5m",5,,14m,4,---
 20.8 tỷ , 60 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11525549,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,5m",7,,15m,5,---
 24 tỷ , 60 m, Đường Nguyễn Chí Thanh. Phường Láng Thượng. Quận Đống Đa. Hà Nội,11525589,_,---,Cần bán,30m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"9,6m",3,---,6m,4,---
 15.5 tỷ , 50 m, Đường Nguyễn Chí Thanh. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11481297,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"7,5m",5,,7m,5,---
 15.5 tỷ , 45 m, Phố Nguyên Hồng. Phường Láng Hạ. Quận Đống Đa. Hà Nội,11487532,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,2m",5,---,11m,4,---
 26.9 tỷ , 73 m, Phố Huỳnh Thúc Kháng. Phường Láng Hạ. Quận Đống Đa. Hà Nội,11562751,_,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"6,6m",5,,12m,4,---
 13.5 tỷ , 71 m, Phố Liễu Giai. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11628495,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,5,---
 13.5 tỷ , 71 m, Phố Vạn Bảo. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11628527,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,5,---
 20.5 tỷ , 59 m, Đường Đào Tấn. Phường Cống Vị. Quận Ba Đình. Hà Nội,11628563,_,,Cần bán,5m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"5,6m",5,,11m,4,---
 30 tỷ , 88 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11628594,_,,Cần bán,5m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"6,5m",8,,14m,8,---
 23.9 tỷ , 65 m, Phố Vạn Bảo. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11592233,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,"6,5m",5,,---,5,---
 16 tỷ , 45 m, Đường Kim Mã. Phường Ngọc Khánh. Quận Ba Đình. Hà Nội,11639653,_,,Cần bán,7m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,2m",5,,11m,4,---
 12.5 tỷ , 58 m, Phố Linh Lang. Phường Cống Vị. Quận Ba Đình. Hà Nội,11635498,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,6,,---,6,---
 14.3 tỷ , 56 m, Đường Đào Tấn. Phường Cống Vị. Quận Ba Đình. Hà Nội,11684718,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,3m",5,,10m,5,---
 11.5 tỷ , 97 m, Phố Núi Trúc. Phường Giảng Võ. Quận Ba Đình. Hà Nội,11684515,_,,Cần bán,4m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,"5,6m",4,---,---,5,---
 9.5 tỷ , 45 m, Phố Láng Hạ. Phường Giảng Võ. Quận Ba Đình. Hà Nội,11729234,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,3m",5,,10m,5,---
 14.8 tỷ , 60 m, Phố Thái Thịnh. Phường Láng Hạ. Quận Đống Đa. Hà Nội,11820849,_,,Cần bán,"4,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,5,---
 17.8 tỷ , 91 m, Đường Đào Tấn. Phường Cống Vị. Quận Ba Đình. Hà Nội,11766311,_,,Cần bán,4m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,5m,4,---,18m,4,---
 13.2 tỷ , 45 m, Phố Trần Quang Diệu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11842234,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,5,,---,5,---
 11 tỷ , 61 m, Phố Thái Thịnh. Phường Láng Hạ. Quận Đống Đa. Hà Nội,11847485,_,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,3m",---,---,14m,---,---
 6.6 tỷ , 45 m, Đường Dịch Vọng. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,12040786,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
 16.5 tỷ , 80 m, Đường Đồng Me. Phường Mễ Trì. Quận Nam Từ Liêm. Hà Nội,12013135,_,---,Cần bán,15m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,---,5,---,---,4,---
 6.6 tỷ , 38 m, Đường Mỹ Đình. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,12016464,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 6.5 tỷ , 48 m, Đường Lê Quang Đạo. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,12018870,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,6,---,---,10,---
 13.8 tỷ , 50 m, Phố Doãn Kế Thiện. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,12026374,_,---,Cần bán,8m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,6,---,---,8,---
 4.25 tỷ , 36 m, Phố Trần Bình. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,12028408,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,4,---
 7.65 tỷ , 48 m, Phố Trần Quốc Vượng. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,12023084,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,7,---
 5.89 tỷ , 45 m, Đường Lê Đức Thọ. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,12055356,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,9,---
 4.99 tỷ , 45 m, Đường Lê Đức Thọ. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,12057087,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,6,---,---,4,---
 5.75 tỷ , 34 m, Đường Mai Dịch. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,12052839,_,---,Cần bán,6m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,6,---,---,3,---
 4.05 tỷ , 32 m, Phố Quan Hoa. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,12048073,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 4.7 tỷ , 62 m, Đường Cầu Diễn. Phường Cầu Diễn. Quận Nam Từ Liêm. Hà Nội,12049284,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,---,---,2,---
 8.9 tỷ , 60 m, Đường Mỹ Đình. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,12050022,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,6,---,---,10,---
 8.2 tỷ , 55 m, Đường Lê Quang Đạo. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,12089360,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,7,---,---,12,---
 9.2 tỷ , 50 m, Đường Nghĩa Tân. Phường Nghĩa Tân. Quận Cầu Giấy. Hà Nội,12088898,_,,Cần bán,8m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 6 tỷ , 45 m, Đường Mỹ Đình. Phường Mỹ Đình 1. Quận Nam Từ Liêm. Hà Nội,12090498,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 4.55 tỷ , 38 m, Đường Mỹ Đình. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,12084313,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 5.9 tỷ , 44 m, Phố Hoa Bằng. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,12077109,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 5.89 tỷ , 45 m, Đường Đình Thôn. Phường Mễ Trì. Quận Nam Từ Liêm. Hà Nội,12080689,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,9,---
 13.8 tỷ , 45 m, Phố Trần Cung. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,12074628,_,---,Cần bán,8m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,8,---,---,6,---
 8.572 tỷ , 1.143 m, Quốc Lộ 35. Xã Minh Phú. Huyện Sóc Sơn. Hà Nội,11682697,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,30m,---,,33m,---,---
 2.35 tỷ , 53 m, Quốc lộ 23B. Xã Tiền Phong. Huyện Mê Linh. Hà Nội,11630907,_,,Cần bán,"4,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,5m",3,,12m,3,---
 3.75 tỷ , 60 m, Đường Quốc lộ 23B. Xã Vân Nội. Huyện Đông Anh. Hà Nội,11617626,_,,Cần bán,"4,5m",,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,"4,5m",3,,13m,3,---
 3.8 tỷ , 75 m, Đường Quốc lộ 23B. Xã Vân Nội. Huyện Đông Anh. Hà Nội,11616778,_,,Cần bán,8m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,4,,15m,5,---
 3.599 tỷ , 59 m, Quốc lộ 5. Xã Xuân Canh. Huyện Đông Anh. Hà Nội,11710849,_,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",---,---,"4,5m",---,,13m,---,---
 2.7 tỷ , 50 m, Quốc lộ 5. Xã Xuân Canh. Huyện Đông Anh. Hà Nội,11710757,_,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"3,85m",---,,13m,---,---
 8.99 tỷ , 258 m, Đường Võ Nguyên Giáp. Xã Vĩnh Ngọc. Huyện Đông Anh. Hà Nội,11700797,_,,Cần bán,4m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,"11,10m",---,,23m,---,---
 2.4 tỷ , 100 m, Đường Quốc Lộ 2. Xã Tân Dân. Huyện Sóc Sơn. Hà Nội,11731140,_,---,Cần bán,10m,---,"Đất thổ cư, đất ở",---,---,"4,2m",---,,22m,---,---
 3.2 tỷ , 72 m, Đường Cao Lỗ. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,11732343,_,---,Cần bán,"3,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,3m",---,,16m,---,---
 8.437 tỷ , 625 m, Quốc lộ 14. Xã Minh Phú. Huyện Sóc Sơn. Hà Nội,11809641,_,,Cần bán,8m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,27m,---,,23m,---,---
 76 tỷ , 110 m, Phố Hàng Vôi. Phường Lý Thái Tổ. Quận Hoàn Kiếm. Hà Nội,11121888,_,---,Cần bán,20m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,6,---,---,10,---
 11.5 tỷ , 75 m, Đường Lâm Du. Phường Việt Hưng. Quận Long Biên. Hà Nội,9122500,_,,Cần bán,12m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,5m",5,,17m,5,---
 200 tỷ , 500 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,11250500,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,11,---,---,20,---
 15.3 tỷ , 75 m, Đường Lâm Hạ. Phường Bồ Đề. Quận Long Biên. Hà Nội,9197498,Nam,,Cần bán,8m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,12m,5,,10m,6,---
 45 tỷ , 170 m, Phố Linh Lang. Phường Cống Vị. Quận Ba Đình. Hà Nội,11083140,_,---,Cần bán,20m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,8,---
 3.1 tỷ , 20 m, Phố Bạch Mai. Phường Cầu Dền. Quận Hai Bà Trưng. Hà Nội,11971845,_,---,Cần bán,6m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,---,---,2,---
 13.6 tỷ , 60 m, Đường Hoàng Như Tiếp. Phường Bồ Đề. Quận Long Biên. Hà Nội,9071692,Tây,,Cần bán,12m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,4m,1,,15m,1,---
 10 tỷ , 150 m, Phố Trần Huy Liệu. Phường Giảng Võ. Quận Ba Đình. Hà Nội,12042466,_,---,Cần bán,4m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,,---,3,---
 13.5 tỷ , 41 m, Phố Hồng Tiến. Phường Bồ Đề. Quận Long Biên. Hà Nội,9071445,_,,Cần bán,42m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,6,,10m,4,---
 170 tỷ , 268 m, Phố Tràng Thi. Phường Hàng Bài. Quận Hoàn Kiếm. Hà Nội,11083162,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,---,---,5,---
 110 tỷ , 160 m, Phố Hàng Dầu. Phường Lý Thái Tổ. Quận Hoàn Kiếm. Hà Nội,11091287,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,8,---
 4.5 tỷ , 30 m, Đường Láng. Phường Ngã Tư Sở. Quận Đống Đa. Hà Nội,11937854,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,3,---
 50 tỷ , 130 m, Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11091311,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,8,---,---,14,---
 11.85 tỷ , 90 m, Đường Nguyễn Văn Cừ. Phường Gia Thụy. Quận Long Biên. Hà Nội,8994342,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,5m",4,,20m,6,---
 3.2 tỷ , 28 m, Đường Trường Chinh. Phường Khương Thượng. Quận Đống Đa. Hà Nội,11942272,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,---,---,2,---
 100 tỷ , 180 m, Phố Hòa Mã. Phường Ngô Thì Nhậm. Quận Hai Bà Trưng. Hà Nội,11114480,_,---,Cần bán,20m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4,---,---,6,---
 12.7 tỷ , 85 m, Đường Lâm Hạ. Phường Bồ Đề. Quận Long Biên. Hà Nội,8700012,_,---,Cần bán,9m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"8,2m",---,---,"9,8m",---,---
 3.4 tỷ , 39 m, Phố Chùa Bộc. Phường Phương Mai. Quận Đống Đa. Hà Nội,11991564,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,3,---
 68 tỷ , 82 m, Phố Hàng Bè. Phường Hàng Bạc. Quận Hoàn Kiếm. Hà Nội,11114458,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,8,---
 4.3 tỷ , 45 m, Đường Hồ Tùng Mậu. Phường Cầu Diễn. Quận Nam Từ Liêm. Hà Nội,11597755,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,---,4,---
 4.2 tỷ , 35 m, Đường Phú Diễn. Phường Phú Diễn. Quận Bắc Từ Liêm. Hà Nội,11592110,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 4.2 tỷ , 35 m, Đường Cầu Diễn. Phường Phú Diễn. Quận Bắc Từ Liêm. Hà Nội,11591976,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,---,4,---
