,Price,Address,Area,Direction,Facade,Building Line,Floors,Bedrooms,Toilets,Details,Publish Time,Type,ID,District
9668,19,"Quang Trung, Hà Đông",50.0, Tây bắc,5.0,30.0,4,4,3,"Mặt Phố Quang Trung Kinh Doanh Sầm Uất, Ô Tô, Vỉa Hè, 2 Mặt Phố DT 50m2x4T, Chỉ 19 Tỷ.Bán Nhà Phố Quang Trung – Hà Đông,Vỉa Hè Rộng,Căn Góc, 2 Mặt Phố, Kinh Doanh Đỉnh DT 50m2 x4T, Chỉ 19 tỷ.Vị trí trung tâm nhà mặt phố khu Vip Hà Đông kinh doanh bất chấp mọi địa hình, vỉa hè 6m . Ngay ngã tư Ngô Thì Nhậm – Quang Trung – Tô Hiệu Mới.+ Rất phù hợp cho gia đình vừa ở vừa kinh doanh. Dòng tiền cho thuê tầng 1 hàng tháng 20 củ đều như vắt chanh.+ Nhà chuẩn 4 phòng ngủ , 1 phòng thờ, bếp sân phơi riêng biệt, wc riêng từng tầng.+ Nhà tự xây dựng rất chắc chắn tường BTCT, gỗ lim cầu thang chắc nịch.Pháp Lý: Sổ đỏ chính chủ giao dịch ngay.Giá bán: 19 Tỷ (Có thương lượng)    - Mr Luyện 0911779569 – Thổ cư Hà Đông. - Chuyên Nhà đất Thổ cư các phân khúc từ 1 tỷ đến trên 100 tỷ.“TRAO GỬI NIỀM TIN_ NHẬN LẠI YÊU THƯƠNG”",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805679.0388343,Hà Đông
9682,866,gia lâm hà nội,80.0,None,5.0,6.0,None,None,None,"Chuẩn bị mở bán dự án đất nền nằm trong lõi khu Công nghiệp di chuyển về trung tâm Hà Nội vài phút giá chỉ 866 triệu
Diện tích từ 70- 80 m2, đường áp phan rộng 5- 7m.
Vị trí vô cùng đắc địa:
Giáp khu đô thị mới Tân Phúc 300 héc ta
Gần nút giao cao tốc 5B nối 4 tỉnh: Hà Nội- Hưng Yên- Hải Dương- Hải Phòng, thúc đẩy mạnh mẽ sự phát triển của các doanh nghiệp, đặc biệt vùng kinh tế trọng điểm của Hưng Yên.
Sát cạnh khu công nghiệp có quy mô lớn 350 héc ta thu hút hàng nghìn lao động về làm việc và sinh sống.
Nhiều tuyến đường trọng điểm đi qua như: QL 38, QL 5B, đường 387, đường Tân Phúc - Võng Phan... tạo điều kiện thuận lợi về giao thông giữa các khu vực.
Xung quanh là khối hành chính có đầy đủ tiện ích gắn liền nhu cầu thiết yếu như: ủy ban, trường học, y tế, dân sinh...
""Đầu tư hôm nay - thịnh vượng ngày sau""
Pháp lý minh bạch.
Tách riêng từng sổ, chính chủ từng lô
Hạ tầng hoàn thiện, quy hoạch thông thoáng
Ưu đãi giảm 3% khi mua từ 2 lô trở lên.
 Liên hệ:     để được tư vấn và chọn vị trí tốt nhất.
",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805737.0270593,Gia Lâm
9691,5600,"đường Doãn Kế Thiện, quận Cầu Giấy",57.0,None,4.0,4.0,3,4,None,"S = 57m2, mặt tiền 4m, giá 5.6 tỷ Địa chỉ: Đường Doãn Kế Thiện, quận Cầu Giấy. + Vị trí cực đẹp, ngõ thẳng, ô tô 7 chỗ vào nhà, cách ô tô tránh vài bước chân. + Giao thông thuận tiện các tuyến: Mai Dịch, Hồ Tùng Mậu, Cầu Diễn, Cầu Giấy, bến xe Mỹ Đình, Phạm Văn Đồng, Phạm Hùng,… + Thiết kế 3 tầng, cầu thang giữa, tổng 4 ngủ, công năng tuyệt vời. + Sổ đỏ hoa hậu sẵn sàn giao dịch. * Gọi ngay em Bình, 0345752279 để được xem nhà miễn phí. * Không tiếp môi giới.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805754.2432785,Cầu Giấy
9694,3500,"đường Phú Diễn, quận Bắc Từ Liêm",52.0,None,5.0,2.0,4,6,None,"S = 52m2, 4 tầng, 6 phòng, mặt tiền 5m, giá 3.5 tỷ Địa chỉ: Đường Phú Diễn, Bắc Từ Liêm. + Khu vực đang phát triển, tiềm năng tăng giá cao với dự án đường Hoàng Quốc Việt kéo dài nối Văn Tiến Dũng. + Gần trường học các cấp, ba bước ra Đại học Tài Nguyên Môi trường, Đại học Công Nghiệp, Đại học Mỏ, Đại học Sư phạm, đường Văn Tiến Dũng, Cầu Diễn, Hồ Tùng Mậu, Đức Diễn,… + Cách mặt đường ô tô tránh 50m, đi bộ ra hồ điều hòa, chợ dân sinh, thích hợp ở hoặc đầu tư giữ tiền, cho thuê. + Nhà 4 tầng còn đẹp, tổng 6 phòng. + Sổ đỏ chính chủ. * Gọi ngay em Bình, 0345752279 để được xem nhà miễn phí. * Không tiếp môi giới.",29/08/2022,Tin thường,batdongsan_so_com_vn_1673805762.6278152,Bắc Từ Liêm
9713,2500,"đường Phú Diễn, quận Bắc Từ Liêm",32.0,None,4.0,3.0,4,3,None,"Nhà đẹp ở ngay, ngõ rộng 3m, gần ô tô đỗ, gần trường đại học, trường phổ thông các cấp, đi bộ ra chợ, hồ điều hòa, tiện ích tuyệt vời. S = 32m2, mặt tiền 4m, 4 tầng 1 tum, giá 2.5 tỷ Địa chỉ: đường Phú Diễn, quận Bắc Từ Liêm. + Khu vực đang phát triển, tiềm năng tăng giá cao với dự án đường Hoàng Quốc Việt kéo dài nối Văn Tiến Dũng. + Gần trường học các cấp, gần chợ, ba bước ra Đại học Tài Nguyên Môi trường, Đại học Công Nghiệp, Đại học Mỏ, Đại học Sư phạm, đường Văn Tiến Dũng, Cầu Diễn, Hồ Tùng Mậu, Đức Diễn,… + Nhà mới xây 5 năm rất đẹp và chắc chắn, đủ công năng, tặng nội thất. + Thửa đất vuông vắn sẵn sàng giao dịch. * Gọi ngay em Bình, 0345752279 để được xem nhà miễn phí. * Không tiếp môi giới. ",28/08/2022,Tin thường,batdongsan_so_com_vn_1673805821.863593,Bắc Từ Liêm
9716,2000,"Đường Tỉnh lộ 72, An Khánh, Hoài Đức",35.0,None,3.0,20.0,4,4,3,"
    Cực Hiếm, Bán gấp Nhà riêng rẻ nhất Ngãi Cầu, An Khánh, Hoài Đức, Ô tô, Kinh doanh, 35m 4 tầng Chỉ 2 tỷ
- Vị trí cực đỉnh, Kinh doanh, Cho thuê. Đang phát triển từng ngày, Gần Aeon Mall Hà Đông, Vincom Mega Mall Vinsmart City..
- Giao thông thuận tiện, Đường Đại lộ Thăng long, Đường TL 72, Đường vành đai 3.5, Bến xe Mỹ Đình,
- Tiện ích Xung quanh Trường học cấp 1,2,3. Học viện chính sách.
- Sổ Hoa Hậu CC, Sang tên nhanh gọn.
- Giá thương lượng. Thiện chí
Xem nhà gọi Mr Đức Nhà Đẹp. Rất nhiều Nhà Đẹp phù hợp mọi nhu cầu Anh Chị Em nhé.
",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782957.8746245,Hoài Đức
9719,8500,"Đường Hoàng Cầu, Ô Chợ Dừa, Đống Đa",70.0,None,4.0,4.0,4,6,4,"+ Chủ nhà cần bán gấp nhà phố Hoàng Cầu - Ô Chợ Dừa - Đống Đa. Khu phân lô cao cấp Bộ Công An, dân trí cao, an ninh tốt. + Vị trí đẹp, ngõ ô tô tránh nhau vỉa hè hai bên, ô tô đỗ cửa, cách mặt ngõ chỉ 10m, ngay sát Quận Uỷ Đống Đa. Cách Hồ Đống Đa chỉ 50m, đi bộ ra công viên 1-6, vườn hoa Trần Quang Diệu, gần trường học các cấp, bãi đỗ ô tô, nhà hàng, quán cafe, bệnh viện Đống Đa, cây xăng, TTTM. + Giao thông thuận tiện kết nối phố Hoàng Cầu - Trần Quang Diệu - Nguyễn Lương Bằng - Hào Nam - Mai Anh Tuấn - Ô Chợ Dừa. + Nhà xây khung cột bê tông chắc chắn, tổng 6 phòng ngủ, đầy đủ công năng. + Sổ đỏ chính chủ sẵn sàng giao dịch. + Giá: 8.5 tỷ ( thương lượng ). Liên hệ Minh Liệu để xem nhà miễn phí, làm việc chính chủ, miễn trung gian.",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782962.1581755,Đống Đa
9720,6000,"Đường Bồ Đề, Bồ Đề, Long Biên",50.0,None,4.0,4.0,5,4,3,"Bồ Đề, oto qua nhà, 2 thoáng, đón tết luôn chỉ 6 tỉ. Nhà 5T xây mới chắc chắn, đầy đủ công năng, thiết kế hài hòa phòng nào cũng thoáng sáng. Vị trí xung quanh hàng xóm hòa thuận, khá giả. Đường thông ra phố Bồ Đề, Hồng Tiến,... xung quanh tiện ích ngập tràn. Lh:0392488493- Đắc Vinh chuyên mua/bán thổ cư.",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782963.2921426,Long Biên
9723,11500,"Đường Quốc lộ 32, Kim Chung, Hoài Đức",100.0,None,5.0,20.0,5,4,3,"
    Cực Hiếm , Có 1 0 2 Bán gấp BTLK KĐT Hinode Royal Park Hoài Đức, Ô tô, Kinh doanh, 100m giá người nhà Chỉ 11,x tỷ
- Vị trí cực đỉnh, Kinh doanh, Cho thuê, vỉa hè rộng thoáng. Đang phát triển từng ngày.
- Đầu tư sinh lời, Nhà hàng, Khách sạn, Nhà nghỉ.
- Giao thông thuận tiện, Đường Quốc lộ 32, Đường TL 422, Đường vành đai 3.5, Bến xe Phùng, Bến xe Mỹ Đình,
- Tiện ích Xung quanh Trường học cấp 1,2,3, Đại Học Thành Đô, Đại Học Công Nghiệp HN, chợ, Y tế.
- Sổ Hoa Hậu CC, Sang tên nhanh gọn.
- Giá thương lượng. Thiện chí
Xem nhà gọi Mr Đức Nhà Đẹp. Rất nhiều Nhà Đẹp phù hợp mọi nhu cầu Anh Chị Em nhé.
",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782968.704743,Hoài Đức
9724,4500,"Đường Văn Cao, Kim Mã, Ba Đình",45.0,None,6.0,5.0,5,3,4,"
    
Bán nhà Văn Cao rẻ trước tết 48m2 5tầng MT 6m 4.5tỷ gần ôtô Q.Ba Đình(1)
 
MẶT TIỀN KHỦNG - TRƯỚC NHÀ NGÕ 3M - MÓNG LÊN 7 TẦNG THOẢI MÁI

- Ngõ ôtô kinh doanh cực kỳ sầm uất, thông tứ tung sang Kim Mã, Giang Văn Minh, Đội Cấn, Nguyễn Chí Thanh, Liễu Giai, Văn Cao, Đào Tấn... 
- Nhà thuộc khu cán bộ nhà nước, an ninh dân trí cao, xung quanh tiện ích phong phú quy hoạch ổn định trường trạm, chợ, Bệnh viện, siêu thị, trung tâm thương mại không thiếu thứ gì.
- Thiết kế KBCT chắc chắn, dầm 45 lên tầng thoải mái, nhà có thể cải tạo lắp thang máy.
- T1: Phòng khách + bếp.
- T2: Phòng ngủ + Ban công + Wc.
- T3: 2 phòng ngủ + Wc.
- T4: Sân Phơi + phòng thờ Đã đổ trần full mái, có thể cải tạo thêm phòng ngủ.
- T5: Tum trồng rau.
- Sổ đỏ chính chủ , pháp lý chuẩn. Sẵn giao dịch
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Link kho nhà đẹp Quận Ba Đình: https://www.facebook.com/332042891070009/
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường.
",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782970.1558573,Ba Đình
9725,1050,"Đường Liên Xã, Đại Thành, Quốc Oai",51.0,None,4.0,2.0,1,1,1,"
    - Vị trí nhà mình bán cách trạm bơm Yên Nghĩa 2km, cách KĐT Đô Nghĩa 3km, cách ngã tư Lê Trọng Tấn Tố Hữu 5km, cách trung tâm Hà Đông 7km quá phù hợp cho các nhà đầu tư hoặc gia đình trẻ về ở.
- Thiết kế nhà mới cấp 4 có đầy đầy đủ phòng ngủ giường, ghế, bếp, wc. Khách mua về chỉ việc vào ở.
- Sổ đỏ lâu dài, vuông đét như bao diêm.
- mọi chi tiết xin vui lòng liên hệ SĐT: 0919279 một tám hai
",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782971.2281835,Quốc Oai
9726,250,"Đường Đại Cồ Việt, Lê Đại Hành, Hai Bà Trưng",75.0,None,5.0,50.0,7,7,7,"Mô tả: + NHÀ MỚI - THANG MÁY - PHỐ VIP TT Quận Hai Bà. + Vị trí rất đẹp HIẾM nhà bán - nhiều khách kiếm tìm. + Ngay gần khu vực ngã tư giao phố Huế, Bạch Mai, Trần Khát Chân, Đâị Cổ Việt…, nằm bên dãy chẵn phố Đại Cồ Việt giá trị hơn rất nhiều. Tầm tiền ở phố này rất hiếm nhà thông số đẹp thế này. + Nhà xây cực kỳ chất lượng 7 tầng thông sàn thang máy. + Pháp lý chuẩn, sổ vuông vắn (có thương lượng). + Mr Thắng: chuyên biệt thự - nhà đất mặt phố.",19/12/2022,Tin thường,batdongsan_so_com_vn_1673782972.923682,Hai Bà Trưng
9728,6800,"Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội",50.0, Tây bắc,4.0,5.0,5,None,None,"Bán nhà Lô góc, ô tô, Kinh doanh, văn phòng, Phố Phạm Văn Đồng.Nhà phù hợp làm văn phòng, để ở với một gia đình nhiều thế hệ, các phòng có nhiều ánh sáng vào nhà.+ Diện tích 50m2, 5 tầng, mặt tiền 4,2m.+ Vị trí Lô góc có hai mặt thoáng, mỗi tầng 2 cửa sổ thông thoáng.+ Xung quanh tập trung các trường đại học: Học viện Tài Chính, Mỏ Địa Chất, Y tế Cộng Đồng.+ Giá 6.8 tỷ (thương lượng).+ Sổ đỏ cất két, giao dịch nhanh.+ Liên hệ: Anh Trong 0886585789 (làm việc chính chủ).",07/12/2022,Tin thường,batdongsan_so_com_vn_1673782975.8449433,Bắc Từ Liêm
9730,4000,"Đường Hồ Ba Mẫu, Trung Phụng, Đống Đa",35.0,None,5.0,3.0,5,3,3,"Chính chủ cần bán nhà riêng tại ngõ Chợ Khâm Thiên, Trung Phụng, Đống Đa + Nhà gần phố, thông ra các ngả Xã Đàn, Trung Phụng, Khâm Thiên. + Nằm gần Hồ Ba Mẫu, xung quanh nhiều cây xanh thoáng mát  + Khu vực trung tâm, đầy đủ tiện ích bạt ngàn, gần chợ, công viên Thống Nhất. + Thiết kế 5 tầng đẹp, phong cách hiện đại  Mô tả: Tầng 1: Phòng khách + bếp + wc Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ + wc, Tầng 5: Phòng thờ + sân phơi  Sổ đỏ chính chủ, giao dịch nhanh chóng.  Liên hệ xem nhà: 0332618488 E Đức Anh",18/12/2022,Tin thường,batdongsan_so_com_vn_1673782978.8365533,Đống Đa
9732,51800,"Đường Hoàng Đạo Thúy, Trung Hòa, Cầu Giấy",410.0,None,30.0,30.0,1,10,10,"💥 Bán Sàn Thương Mại, Tầng 1 tòa 17T1 Hoàng Đạo Thúy, 409m2 SĐCC, Chỉ 51.8 Tỷ 💥☎️ LH NGAY 0982833366-----------------------------BÁN SÀN THƯƠNG MẠI, SHOPHOUSE, T1 CHÂN ĐẾ TÒA NHÀ 17T1 HOÀNG ĐẠO THÚY - TRUNG HÒA - CẦU GIẤYHÀNG HIẾM - TRUNG TÂM CẦU GIẤY - VỊ TRÍ KIM CƯƠNG - SÀN THƯƠNG MẠI CHÂN ĐẾ TOÀ NHÀ - DÒNG TIỀN CỰC CAO - KINH DOANH ĐỈNH 💥💥💥💥- Bán sàn thương mại chân đế toà nhà chung cư nằm trong quần thể đô thị Trung Hoà Nhân Chính sầm uất  bậc nhất và lâu đời nhất của quận Cầu Giấy . - Sổ đỏ vĩnh viễn, giao dịch ngay.----------------------------🚀 GIÁ BÁN: 51.8 Tỷ (NHÀ THẬT+THÔNG TIN THẬT+ẢNH THẬT+GIÁ THẬT)----------------------------☎️ LH: PHƯƠNG_NHÀ_PHỐ  0982833366 ZALO 0902223785(Chuyên Mặt phố, Tòa văn phòng, Khách sạn, Apartment Hà Nội).Kết nối trực tiếp chủ nhà, giúp ACE mua giá tốt nhấtMiễn phí tư vấn, xem nhà 100%... ----------------------------DÀNH CHO ACE TÌM NHÀ HÀ NỘI - MIỄN PHÍ LỌC VÀ XEM NHÀ 100%LH: Mr. Phương_Nhà_Phố (1981) CALL 0982833366-ZALO 0902223785 (FB/ZALO - 24/7)  - Tiếp khách có nhu cầu thực, khách xem cho vui xin phép không tương tác vì CV mình rất bận.- Phương_Nhà_Phố có thông tin hàng ngàn căn nhà với đủ phân khúc từ vài tỷ đến vài trăm tỷ, thông tin hình ảnh thật mô tả kỹ không làm mất thời gian công sức của ACE.CÁC LĨNH VỰC BĐS ĐANG HOẠT ĐỘNG1. Biệt thự, nhà ở đẳng cấp, yên tĩnh, sân vườn2. Nhà mặt phố , tòa nhà văn phòng3. Nhà dòng tiền: Khách sạn, Nhà hàng, Apartment, Homestay, Chung cư Mini cho thuê4. Nhà mặt ngõ ô tô, Nhà phân lô, Nhà liền kề5. Chung cư, tập thể, nhà ở theo từng phân khúc tài chínhLiên hệ ngay để được tư vấn và tham khảo BĐS phù hợp nhất. Xin cảm ơn!!!",18/12/2022,Tin thường,batdongsan_so_com_vn_1673782982.1567395,Cầu Giấy
9733,40000,"Đường Phạm Văn Đồng, Xuân Đỉnh, Bắc Từ Liêm",197.0, Tây,14.0,18.0,3,4,5,"Biệt thự dự án The Jade Orchid, thuộc đại đô thị Bắc Cổ Nhuế- Chèm, phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội Vị trí cực hiếm: cách Trung tâm hành chính mới Hà Nội chỉ 2km Dự án 2 mặt tiền: đường Nguyễn Hoàng Tôn kéo dài (60m), đường Nguyễn Đình Tứ (30m), cách đường Phạm Văn Đồng 100m Đối diện dự án, bên kia đường Phạm Văn Đồng là Khu đô thị Ciputra Còn 2 căn biệt thự: 1 căn hướng Tây, 1 căn hướng Đông Ưu điểm của 2 căn: sau nhà là công viên nội khu, căn góc 3 mặt tiền, thiết kế đẹp, có hầm, giá rẻ hơn các dự án trong khu vực 20 triệu/m Nhược điểm: 1 năm nữa mới nhận nhà, hiện giờ các con đường lớn quanh dự án đang trong giai đoạn thi công, mật độ xây dựng thấp Giá bán: căn hướng Đông 38.8 tỷ, căn hướng Tây 40 tỷ Diện tích 197m2 Liên hệ: 0907023278",18/12/2022,Tin thường,batdongsan_so_com_vn_1673782991.989811,Bắc Từ Liêm
9749,866,phường láng hạ - quận đống đa,80.0,None,5.0,5.0,None,None,None,"
    Chuẩn bị mở bán khu dân cư mới tự xây tân phúc giá chỉ từ 886 triệu/ lô , sổ đỏ riêng công chứng sang tên chuyển nhượng ngay.
 diện tích 70-90m2 phù hợp với thiết kế nhà hiện đại .
 đường rộng 6m trải nhựa thông thoáng đủ hướng cho các nhà đầu tư.
 cơ sở pháp lý rõ ràng , sổ riêng từng nền đất ở lâu dài sở hữu vĩnh viễn
 Vị trí đầy tiềm năng: gần ql38 ,cao tốc và nút giao cao tốc hà nội -hưng yên - hải dương - hải phòng .
 nằm trên trục đường huyết mạch tân phúc - võng phan . chạy qua các khu công nghiệp Ân Thi -Phù Cừ - Tiên Lữ -Bình Giang và các khu công nghiệp lân cận thu hút các nhà đầu tư trong và ngoài nước tạo cho hàng nghìn lao động địa phương và các tỉnh lân cận đổ về . .
 Trong vùng quy hoạch hàng nghìn héc ta ở Ân Thi- Bãi Sậy - Tân Phúc - Hoàng Hoa Thám - Quang Vinh loạt dự án khu dân cư mới và cụm công nghiệp lớn.
 Nằm trong khu dân cư đông đúc đầy đủ các tiện ích trường học, y tế, cửa hàng tiện ích, bán kính không quá 1km
 Cơ hội cho các nhà đầu tư, ưu đãi giảm 3% khi khách hàng mua từ 2 lô trở lên.
 Liên hệ chính chủ: 0397 767 830 để được tư vấn cụ thể!
",27/08/2022,Tin thường,batdongsan_so_com_vn_1673805900.803784,Đống Đa
